,Latitude,Longitude,Unit,Sub_Type,Gear,Result,Infraction,CFR,Vessel_Type,Main fishing gear,LOA,LBP,Tonnage GT,Other tonnage,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Year of construction,real_local,Local_Name,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII,XIV,number_infracs,Year,Month,Day,Period,NUTSII_Code
98,38º58´44.79N,28º2´22.43W,Unit_9,Multipurpose,Handline,LEGAL,,CFR_79,MOX,LHP,7.4,10.5,10.3,,10.6,,3.0,2005.0,2005.0,PTSCG,Santa Cruz da Graciosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,3,PT20
99,39º5´22.75N,28º6´36.61W,Unit_9,Line fishing vessel,Handline,LEGAL,,CFR_80,MOX,LLS,10.3,4.7,15.3,,95.7,,2.0,2002.0,2002.0,PTSCG,Santa Cruz da Graciosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,3,PT20
100,37º7´47.82N,7º24´33.41W,Unit_6,Traps,All,PRESUM,XII,CFR_81,MOX,GNS,8.6,,15.1,,1.1,,3.0,2009.0,2010.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,1,25,4,PT15
101,37º6´34.57N,7º24´51.91W,Unit_6,Traps,All,PRESUM,XIV,CFR_82,MOX,GNS,6.8,6.3,19.2,,102.3,,3.0,2000.0,2000.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,25,4,PT15
102,36º56´46.68N,7º47´8.28W,Unit_6,Traps,All,LEGAL,,CFR_83,MOX,GNS,14.2,7.8,33.8,19.0,142.7,,1.0,1999.0,1999.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,25,4,PT15
103,36º59´43.78N,8º36´38.25W,Unit_3,Trawl,Trawl,LEGAL,,CFR_16,TTW,OTB,30.1,24.3,269.6,159.0,530.6,,2.0,2006.0,2006.0,PTAVE,Aveiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,25,4,PT16
104,37º0´52.96N,8º38´49.54W,Unit_3,Multipurpose,Longline,LEGAL,,CFR_84,MOX,FPO,10.5,7.0,15.7,,109.4,,3.0,2009.0,2009.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,26,1,PT15
105,36º59´13.87N,8º48´17.32W,Unit_3,Multipurpose,Longline,LEGAL,,CFR_85,MOX,FPO,6.4,,3.2,2.0,76.6,10.0,3.0,1998.0,1998.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,26,2,PT15
106,38º24´42.52N,9º8´2.22W,Unit_13,Seine net,Purse seine,PRESUM,II IX XIV,NOCFR_261,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,2015,1,26,2,
107,38º23´55.02N,9º12´4.92W,Unit_13,Gillnet/trammel net,Longline,PRESUM,II VI XIII,CFR_86,LL,GNS,15.2,12.0,22.5,23.0,120.9,,1.0,1993.0,1991.0,PTSIE,Sines,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2015,1,26,3,PT18
108,36º57´1.83N,7º52´20.65W,Unit_6,Traps,All,PRESUM,XIV,CFR_87,MOX,GNS,5.8,,7.5,,48.6,,3.0,2003.0,2003.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,26,2,PT15
109,32º38´48.52N,17º4´14.76W,Unit_14,Longline,Longline,LEGAL,,CFR_88,MO,LHP,2.2,,19.9,,12.2,10.0,4.0,1974.0,1974.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,26,4,PT30
110,36º58´32.69N,8º43´54.99W,Unit_3,Multipurpose,Traps,PRESUM,XIV,CFR_89,FX,GTR,7.9,8.8,21.7,9.0,20.5,,1.0,1952.0,1952.0,PTSAG,Sagres,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,27,2,PT15
111,38º25´12.83N,8º53´51.88W,Unit_13,Gillnet/trammel net,Gillnetting,PRESUM,XII,CFR_90,FX,GNS,8.9,,8.3,2.0,16.5,,1.0,1985.0,1985.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,1,27,1,PT17
112,37º48´17.91N,8º51´50.18W,Unit_13,Traps,Pots,LEGAL,,CFR_91,MOX,FPO,11.8,,35.2,4.0,37.0,,1.0,1987.0,1988.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,27,2,PT18
113,37º40´11.09N,8º51´4.02W,Unit_13,Gillnet/trammel net,Trammel nets,PRESUM,II XIV,CFR_92,MOX,GTR,20.2,21.4,97.6,73.0,272.8,,1.0,1998.0,1997.0,PTVIC,Vila do Conde,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2015,1,27,2,PT11
114,38º26´9.14N,9º7´15.80W,Unit_12,Longline,Longline,LEGAL,,CFR_93,LL,LHP,19.7,10.6,57.7,29.0,251.2,,1.0,2007.0,2007.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,27,2,PT17
115,38º24´39.72N,8º50´48.22W,Unit_12,Multipurpose,Lines,LEGAL,,CFR_94,MOX,LLS,10.2,,4.7,7.0,48.3,,1.0,1945.0,1945.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,27,2,PT17
116,36º56´22.45N,8º4´57.48W,Unit_10,Trawl,Trawl,PRESUM,XIV,CFR_95,TTW,OTB,16.8,,20.6,29.0,164.5,,1.0,1958.0,1958.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,27,3,PT15
117,36º55´39.88N,7º58´43.96W,Unit_10,Traps,Pots,LEGAL,,CFR_96,FX,GNS,10.1,7.2,6.4,8.0,44.3,,1.0,1961.0,1961.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,28,2,PT15
118,36º55´55.40N,7º58´28.08W,Unit_10,Traps,Pots,PRESUM,XIV,CFR_97,MOX,GTR,16.1,,23.5,25.0,111.8,,1.0,1965.0,1965.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,28,2,PT15
119,40º50´18.65N,9º24´6.22W,Unit_13,Longline,Longline,PRESUM,XIV,CFR_17,LL,FPO,13.5,16.6,56.3,52.0,183.2,,3.0,1989.0,1988.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,29,2,PT11
120,37º6´48.38N,7º33´44.15W,Unit_10,Traps,Pots,LEGAL,,CFR_98,MOX,GNS,5.6,,24.5,,40.6,,3.0,1998.0,1997.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,29,2,PT15
121,37º7´40.47N,7º34´17.88W,Unit_10,Traps,Pots,LEGAL,,CFR_99,MOX,LLS,3.1,,18.9,2.0,74.4,10.0,3.0,1994.0,1994.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,29,2,PT15
122,32º38´16.92N,17º3´9.74W,Unit_14,Multipurpose,Longline,PRESUM,XI,CFR_100,MOX,LHP,0.3,,49.3,,33.9,,1.0,1958.0,1958.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,1,29,2,PT30
123,32º37´3.19N,17º1´23.81W,Unit_14,Multipurpose,Longline,LEGAL,,CFR_101,MO,LHP,6.1,,2.5,4.0,25.0,,1.0,1960.0,1960.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,29,2,PT30
124,32º42´35.51N,17º11´25.43W,Unit_14,Multipurpose,All,PRESUM,XII,CFR_102,LL,LLD,11.5,8.1,11.1,21.0,14.1,,1.0,1966.0,1966.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,1,26,4,PT30
125,41º3´39.13N,9º15´57.26W,Unit_13,Gillnet/trammel net,Trammel nets,PRESUM,IV XIV,CFR_103,MOX,GNS,17.6,18.6,77.5,63.0,244.1,,1.0,2001.0,2001.0,PTVIC,Vila do Conde,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2015,1,29,2,PT11
126,37º5´52.27N,8º33´0.28W,Unit_6,Gillnet/trammel net,All,LEGAL,,CFR_104,MOX,GNS,9.2,5.6,6.3,,33.7,,2.0,2008.0,2007.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,30,1,PT15
127,37º6´15.94N,7º35´34.61W,Unit_10,Gillnet/trammel net,Mixed gears,LEGAL,,CFR_105,MOX,GNS,9.3,,9.3,11.0,48.3,,1.0,1967.0,1967.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,1,2,PT15
128,32º39´8.98N,16º40´43.64W,Unit_14,Multipurpose,All,LEGAL,,CFR_106,MO,LHP,7.1,5.3,9.1,,20.4,,1.0,2009.0,2009.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,30,2,PT30
129,39º15´45.88N,31º6´14.33W,Unit_9,Longline,Longline,LEGAL,,NOCFR_399,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,1,3,
130,39º23´56.22N,31º56´11.78W,Unit_9,Longline,Longline,LEGAL,,CFR_107,LL,LLS,23.8,20.7,140.9,98.0,339.9,,3.0,1987.0,1987.0,PTVDP,Vila do Porto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,1,4,PT20
131,38º25´46.95N,9º8´7.17W,Unit_13,Longline,Longline,PRESUM,XI,CFR_108,LL,GNS,13.4,12.6,8.6,37.0,175.2,,1.0,1989.0,1987.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,2,2,2,PT11
132,37º5´0.27N,8º28´28.87W,Unit_3,Multipurpose,Gillnetting,LEGAL,,CFR_109,MOX,GNS,7.2,,3.3,3.0,5.4,40.0,3.0,2001.0,2000.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,3,2,PT15
133,38º24´29.45N,9º9´40.57W,Unit_15,Traps,Pots,LEGAL,,CFR_110,MOX,FPO,7.8,,3.8,5.0,1.0,,1.0,1976.0,1975.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,3,2,PT18
134,37º52´29.16N,25º24´17.69W,Unit_9,Line fishing vessel,Handline,PRESUM,XIII XIV,CFR_111,FX,FPO,7.6,9.9,14.1,,78.0,,1.0,1969.0,1969.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2015,2,3,2,PT20
135,38º32´5.83N,9º14´16.17W,Unit_13,Seine net,Purse seine,PRESUM,XII XIV,NOCFR_2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2015,2,5,2,
136,38º18´11.66N,8º59´58.72W,Unit_15,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_112,FX,GNS,10.7,,2.0,11.0,53.2,,1.0,1967.0,1967.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,4,2,PT17
137,38º23´0.81N,8º49´32.12W,Unit_15,Towed Dredge,Towed Dredge,PRESUM,III,CFR_113,FX,GNS,9.0,,13.3,11.0,24.5,,1.0,1954.0,1952.0,PTSET,Setubal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,2,5,2,PT17
138,38º10´45.38N,8º47´3.15W,Unit_15,Towed Dredge,Towed Dredge,LEGAL,,CFR_114,DB,DRB,13.7,10.1,34.4,9.0,59.3,,1.0,2012.0,2012.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,5,2,PT18
139,41º54´26.69N,8º47´10.17W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_296,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,5,3,
140,36º58´24.26N,7º48´41.99W,Unit_10,Seine net,Gillnetting,LEGAL,,CFR_115,MOX,FPO,12.0,,18.5,8.0,5.1,,1.0,1993.0,1994.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,5,4,PT15
141,37º1´38.88N,7º40´16.47W,Unit_10,Seine net,Gillnetting,PRESUM,XIV,CFR_116,SP,PS,13.4,,12.9,26.0,242.7,,1.0,1927.0,1927.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,2,6,4,PT15
142,37º45´41.40N,8º50´33.43W,Unit_15,Line fishing vessel,Handline,LEGAL,,CFR_117,MOX,GTR,5.7,,0.3,,65.7,30.0,3.0,2006.0,2006.0,PTTRF,Trafaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,7,2,PT17
143,37º5´57.29N,8º35´17.38W,Unit_6,Traps,All,LEGAL,,CFR_118,MOX,GNS,3.1,,25.7,2.0,44.9,,3.0,1990.0,1990.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,2,PT15
144,37º6´24.82N,8º34´22.33W,Unit_6,Traps,All,PRESUM,XII,CFR_119,FX,FPO,11.1,,37.4,3.0,68.0,,3.0,2009.0,2010.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,2,6,2,PT15
145,37º6´17.51N,8º35´58.40W,Unit_6,Traps,All,LEGAL,,CFR_120,MOX,GNS,3.2,,23.2,2.0,34.9,10.0,3.0,1987.0,1985.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,2,PT15
146,37º3´57.01N,8º36´48.24W,Unit_6,Traps,All,PRESUM,XIV,NOCFR_125,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,2,7,1,
147,37º2´52.06N,8º36´54.07W,Unit_6,Longline,All,LEGAL,,NOCFR_482,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,7,1,
148,37º48´23.41N,8º49´32.78W,Unit_15,Traps,Pots,LEGAL,,CFR_121,MOX,GNS,6.7,6.4,15.4,5.0,151.6,,1.0,1993.0,1992.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,2,PT18
149,37º5´13.39N,8º24´54.72W,Unit_6,Gillnet/trammel net,All,LEGAL,,CFR_122,FX,GNS,6.5,,1.0,3.0,15.3,20.0,3.0,1999.0,1998.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,8,2,PT15
150,32º40´10.15N,17º10´18.18W,Unit_14,Line fishing vessel,All,LEGAL,,CFR_123,MO,LLD,4.1,,23.1,3.0,31.2,,4.0,1941.0,1941.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,3,PT30
151,32º35´50.69N,17º1´26.31W,Unit_14,Multipurpose,Handline,LEGAL,,CFR_124,MO,LHP,10.9,10.2,22.5,9.0,70.9,,1.0,2002.0,1999.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,3,PT30
152,32º35´58.99N,17º0´23.37W,Unit_14,Multipurpose,All,LEGAL,,CFR_125,MO,LHP,10.0,9.0,8.9,,76.4,,1.0,2006.0,2006.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,3,PT30
153,38º28´23.45N,9º15´29.61W,Unit_15,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_126,MOX,GTR,10.8,5.9,19.7,6.0,87.6,,1.0,2000.0,2000.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,9,2,PT17
154,38º30´36.36N,9º14´37.70W,Unit_15,Gillnet/trammel net,Trammel nets,PRESUM,XIV,CFR_127,MOX,LLS,14.9,,26.6,16.0,96.2,,1.0,1967.0,1967.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,2,9,2,PT17
155,41º55´19.51N,8º46´31.04W,Unit_4,Gillnet/trammel net,Trammel nets,PRESUM,XIV,NOCFR_328,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,2,8,1,
156,32º36´44.84N,16º47´20.29W,Unit_14,Multipurpose,All,PRESUM,XII XIV,CFR_128,MO,LHP,6.2,6.4,18.9,10.0,127.3,,1.0,1945.0,1944.0,PTPXO,Porto Santo Island,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2015,2,9,4,PT30
157,32º36´32.33N,17º26´47.77W,Unit_14,Multipurpose,Longline,LEGAL,,CFR_27,LL,LLD,10.8,11.8,2.2,25.0,244.7,,1.0,1995.0,1992.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,10,4,PT30
158,38º35´17.93N,9º26´35.86W,Unit_15,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_129,MOX,LLS,18.6,14.4,88.0,,107.5,,2.0,2008.0,2009.0,PTPDV,Povoa de Varzim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,10,2,PT11
159,38º25´45.56N,9º6´58.20W,Unit_11,Traps,Traps bucket,LEGAL,,CFR_130,MOX,GNS,7.9,5.1,18.1,,20.4,,3.0,2009.0,2009.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,11,3,PT17
160,38º18´27.40N,9º11´37.40W,Unit_11,Multipurpose,Traps bucket,LEGAL,,CFR_131,MOX,GTR,6.9,5.5,15.0,7.0,98.2,,1.0,1960.0,1960.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,11,3,PT17
161,37º3´45.97N,8º15´34.81W,Unit_6,Multipurpose,All,LEGAL,,NOCFR_524,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,11,4,
162,37º2´16.15N,8º29´59.66W,Unit_6,Traps,All,LEGAL,,CFR_132,FX,GNS,11.1,7.9,6.2,12.0,106.9,,3.0,1997.0,1997.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,12,1,PT15
163,36º30´15.92N,23º19´21.81W,Unit_16,Longline,Longline,LEGAL,,CFR_133,LL,LLS,23.1,23.8,184.1,,77.9,,2.0,1993.0,1993.0,PTVDC,Viana do Castelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,1,PT11
164,36º56´29.47N,7º58´14.46W,Unit_10,Traps,Pots,LEGAL,,CFR_134,MOX,FPO,9.0,,6.2,6.0,64.4,,1.0,1991.0,1981.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,1,PT15
165,36º58´50.66N,7º46´29.59W,Unit_10,Traps,Pots,LEGAL,,CFR_87,MOX,GNS,8.5,,15.6,,18.8,,3.0,2010.0,2010.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,14,2,PT15
166,36º57´53.00N,7º50´25.35W,Unit_3,Multipurpose,Traps,LEGAL,,CFR_135,MOX,FPO,11.5,10.4,18.5,12.0,64.5,,3.0,1996.0,1996.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,12,2,PT15
167,36º59´30.35N,7º47´15.87W,Unit_3,Multipurpose,Traps,PRESUM,XIV,CFR_136,MOX,GNS,4.0,8.8,23.4,2.0,90.0,10.0,3.0,1995.0,1995.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,2,12,2,PT15
168,36º57´1.13N,8º3´23.57W,Unit_3,Multipurpose,Gillnetting,LEGAL,,CFR_137,MOX,GNS,7.7,,6.3,,62.6,,4.0,2002.0,2002.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,12,2,PT15
169,37º2´49.86N,8º4´14.45W,Unit_3,Multipurpose,Traps,LEGAL,,CFR_138,MOX,GNS,8.5,,15.7,3.0,34.1,,1.0,1988.0,1988.0,PTQRT,Quarteira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,12,3,PT15
170,37º2´45.65N,8º22´20.86W,Unit_3,Multipurpose,Traps,LEGAL,,CFR_139,MOX,GNS,6.9,,4.2,,39.5,30.0,3.0,2010.0,2010.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,12,3,PT15
171,37º2´33.08N,8º35´1.33W,Unit_3,Multipurpose,Traps,LEGAL,,CFR_140,FX,GNS,13.2,5.2,41.2,8.0,92.9,,3.0,2009.0,2010.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,2,PT15
172,37º2´50.97N,8º34´49.91W,Unit_3,Multipurpose,Gillnetting,LEGAL,,CFR_141,MOX,GNS,8.3,4.3,3.4,,45.1,,3.0,2007.0,2007.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,2,PT18
173,36º55´22.77N,8º56´17.89W,Unit_3,Multipurpose,Traps,LEGAL,,CFR_142,MOX,FPO,11.3,11.1,0.4,13.0,166.6,,1.0,1978.0,1978.0,PTSAG,Sagres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,3,PT15
174,37º2´20.10N,8º43´31.55W,Unit_3,Traps,Traps,LEGAL,,CFR_143,MOX,GNS,14.4,,24.2,12.0,92.7,,1.0,1973.0,1973.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,14,2,PT15
175,37º1´29.48N,8º48´51.48W,Unit_3,Multipurpose,Gillnetting,LEGAL,,CFR_144,FX,GNS,6.5,,4.7,2.0,11.1,40.0,3.0,1998.0,1998.0,PTSAG,Sagres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,14,2,PT15
176,41º56´35.30N,8º45´3.37W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_145,MOX,GTR,4.8,,5.2,1.0,46.6,,3.0,1999.0,1999.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,12,4,PT11
177,41º58´25.24N,8º43´51.92W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_146,MOX,GTR,10.0,,40.7,1.0,22.8,10.0,2.0,2010.0,2011.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,12,4,PT11
178,42º0´38.00N,8º39´53.83W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_147,MOX,GTR,5.2,,2.1,1.0,7.2,0.0,2.0,1997.0,1996.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,2,PT11
179,42º0´15.07N,8º39´16.22W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_148,MOX,GTR,6.5,,9.4,,114.3,10.0,3.0,2011.0,2011.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,2,PT11
180,42º0´0.45N,8º40´31.30W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_338,,,,,,,,,,,,VI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,13,2,
181,32º43´50.43N,17º14´52.00W,Unit_14,Multipurpose,All,PRESUM,XII XIV,CFR_149,LL,LLD,14.5,11.8,25.9,28.0,96.1,,1.0,1954.0,1914.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2015,2,12,3,PT30
182,32º44´27.07N,16º38´35.71W,Unit_14,Multipurpose,All,PRESUM,XIV,CFR_150,LL,LLD,11.4,9.3,13.5,24.0,151.5,,1.0,2000.0,1997.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,2,13,2,PT30
183,37º11´38.29N,25º40´47.41W,Unit_16,Longline,Longline,LEGAL,,CFR_151,LL,LHP,12.9,,9.3,29.0,145.2,,1.0,1981.0,1980.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,18,3,PT20
184,37º11´47.96N,25º40´43.55W,Unit_16,Longline,Longline,LEGAL,,CFR_152,MOX,LHP,15.4,14.5,40.3,9.0,83.6,,1.0,2014.0,2015.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,18,3,PT20
185,37º10´14.94N,25º42´3.00W,Unit_16,Longline,Longline,LEGAL,,CFR_153,LL,LHP,10.5,10.2,0.8,,22.1,,1.0,2003.0,2003.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,18,3,PT20
186,37º43´57.91N,29º12´22.26W,Unit_16,Longline,Longline,LEGAL,,NOCFR_97,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,19,3,
187,38º22´27.05N,27º57´58.72W,Unit_16,Longline,Lines,PRESUM,IX XII XIII XIV,CFR_154,FX,FPO,8.1,7.1,20.2,2.0,97.6,,1.0,1937.0,1938.0,PTLDP,Lajes,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,2015,2,24,3,PT20
188,38º22´2.08N,27º57´4.88W,Unit_16,Longline,Lines,PRESUM,XIV,CFR_155,MOX,LHP,7.5,4.8,1.3,,10.9,,2.0,2008.0,2008.0,PTSRP,Sao Roque do Pico,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,2,24,3,PT20
189,38º22´49.93N,27º58´18.70W,Unit_16,Longline,Lines,LEGAL,,CFR_156,FX,FPO,7.2,7.7,2.2,3.0,90.4,,1.0,1969.0,1969.0,PTSRP,Sao Roque do Pico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,24,3,PT20
190,38º22´44.54N,27º58´19.48W,Unit_16,Line fishing vessel,Lines,LEGAL,,CFR_157,MOX,LLS,7.4,6.1,6.7,4.0,34.4,,1.0,1996.0,1995.0,PTLDP,Lajes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,24,3,PT20
191,38º15´41.16N,8º50´23.78W,Unit_1,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_158,LL,LLD,16.7,14.4,38.7,27.0,161.4,,1.0,2007.0,2007.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,21,2,PT11
192,37º1´42.23N,8º25´16.43W,Unit_10,Gillnet/trammel net,Gillnetting,PRESUM,XII XIV,CFR_159,MOX,GNS,2.9,,26.4,2.0,14.1,40.0,3.0,1993.0,1993.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2015,2,16,2,PT15
